"","date","season","team","elo","playoff","teamyear","GAME"
"394",2011-11-20,2011,"ATL",1582.328,0,"2011.ATL",10
"395",2011-11-27,2011,"ATL",1593.209,0,"2011.ATL",11
"396",2011-12-04,2011,"ATL",1601.501,0,"2011.ATL",12
"397",2011-12-11,2011,"ATL",1586.312,0,"2011.ATL",13
"398",2011-12-15,2011,"ATL",1600.674,0,"2011.ATL",14
"399",2011-12-26,2011,"ATL",1611.79,0,"2011.ATL",15
"400",2012-01-01,2011,"ATL",1589.868,0,"2011.ATL",16
"401",2012-09-09,2012,"ATL",1545.706,0,"2012.ATL",1
"402",2012-09-17,2012,"ATL",1573.966,0,"2012.ATL",2
"403",2012-09-23,2012,"ATL",1585.173,0,"2012.ATL",3
"404",2012-09-30,2012,"ATL",1624.024,0,"2012.ATL",4
"405",2012-10-07,2012,"ATL",1628.019,0,"2012.ATL",5
"406",2012-10-14,2012,"ATL",1640.766,0,"2012.ATL",6
"407",2012-10-28,2012,"ATL",1644.859,0,"2012.ATL",7
"408",2012-11-04,2012,"ATL",1666.495,0,"2012.ATL",8
"409",2012-11-11,2012,"ATL",1672.857,0,"2012.ATL",9
"410",2012-11-18,2012,"ATL",1653.999,0,"2012.ATL",10
"411",2012-11-25,2012,"ATL",1658.708,0,"2012.ATL",11
"412",2012-11-29,2012,"ATL",1663.796,0,"2012.ATL",12
"413",2012-12-09,2012,"ATL",1676.732,0,"2012.ATL",13
"414",2012-12-16,2012,"ATL",1635.692,0,"2012.ATL",14
"415",2012-12-22,2012,"ATL",1664.87,0,"2012.ATL",15
"416",2012-12-30,2012,"ATL",1677.554,0,"2012.ATL",16
"417",2013-09-08,2013,"ATL",1589.867,0,"2013.ATL",1
"418",2013-09-15,2013,"ATL",1570.97,0,"2013.ATL",2
"419",2013-09-22,2013,"ATL",1581.879,0,"2013.ATL",3
"420",2013-09-29,2013,"ATL",1566.407,0,"2013.ATL",4
"421",2013-10-07,2013,"ATL",1547.308,0,"2013.ATL",5
"422",2013-10-20,2013,"ATL",1529.519,0,"2013.ATL",6
"423",2013-10-27,2013,"ATL",1539.178,0,"2013.ATL",7
"424",2013-11-03,2013,"ATL",1508.612,0,"2013.ATL",8
"425",2013-11-10,2013,"ATL",1489.022,0,"2013.ATL",9
"426",2013-11-17,2013,"ATL",1469.213,0,"2013.ATL",10
"427",2013-11-21,2013,"ATL",1440.593,0,"2013.ATL",11
"428",2013-12-01,2013,"ATL",1430.498,0,"2013.ATL",12
"429",2013-12-08,2013,"ATL",1446.766,0,"2013.ATL",13
"430",2013-12-15,2013,"ATL",1442.207,0,"2013.ATL",14
"431",2013-12-23,2013,"ATL",1446.264,0,"2013.ATL",15
"432",2013-12-29,2013,"ATL",1439.956,0,"2013.ATL",16
"433",2014-09-07,2014,"ATL",1458.825,0,"2014.ATL",1
"434",2014-09-14,2014,"ATL",1475.033,0,"2014.ATL",2
"435",2014-09-18,2014,"ATL",1461.523,0,"2014.ATL",3
"436",2014-09-28,2014,"ATL",1485.661,0,"2014.ATL",4
"437",2014-10-05,2014,"ATL",1463.763,0,"2014.ATL",5
"438",2014-10-12,2014,"ATL",1447.324,0,"2014.ATL",6
"439",2014-10-19,2014,"ATL",1417.32,0,"2014.ATL",7
"440",2014-10-26,2014,"ATL",1405.175,0,"2014.ATL",8
"441",2014-11-09,2014,"ATL",1401.082,0,"2014.ATL",9
"442",2014-11-16,2014,"ATL",1425.782,0,"2014.ATL",10
"443",2014-11-23,2014,"ATL",1440.755,0,"2014.ATL",11
"444",2014-11-30,2014,"ATL",1427.201,0,"2014.ATL",12
"445",2014-12-08,2014,"ATL",1464.131,0,"2014.ATL",13
"446",2014-12-14,2014,"ATL",1457.054,0,"2014.ATL",14
"447",2014-12-21,2014,"ATL",1440.005,0,"2014.ATL",15
"448",2014-12-28,2014,"ATL",1481.151,0,"2014.ATL",16
"449",2015-09-14,2015,"ATL",1462.019,0,"2015.ATL",1
"450",2015-09-20,2015,"ATL",1473.65558850637,0,"2015.ATL",2
"451",2015-09-27,2015,"ATL",1493.44211738764,0,"2015.ATL",3
"452",2015-10-04,2015,"ATL",1534.13174708271,0,"2015.ATL",4
"453",2015-10-11,2015,"ATL",1555.45848906348,0,"2015.ATL",5
"454",2015-10-15,2015,"ATL",1562.90721092129,0,"2015.ATL",6
"455",2015-10-25,2015,"ATL",1533.62724377746,0,"2015.ATL",7
"456",2015-11-01,2015,"ATL",1541.34321029362,0,"2015.ATL",8
"457",2015-11-08,2015,"ATL",1515.84368473707,0,"2015.ATL",9
"458",2015-11-22,2015,"ATL",1508.66084635469,0,"2015.ATL",10
"459",2015-11-29,2015,"ATL",1492.2948227504,0,"2015.ATL",11
"460",2015-12-06,2015,"ATL",1468.05082356356,0,"2015.ATL",12
"461",2015-12-13,2015,"ATL",1452.9460242289,0,"2015.ATL",13
"462",2015-12-20,2015,"ATL",1443.55839457842,0,"2015.ATL",14
"463",2015-12-27,2015,"ATL",1462.95866446003,0,"2015.ATL",15
"464",2016-01-03,2015,"ATL",1496.68821767263,0,"2015.ATL",16
"465",2016-09-11,2016,"ATL",1485.83297419564,0,"2016.ATL",1
"466",2016-09-18,2016,"ATL",1455.22910041851,0,"2016.ATL",2
"467",2016-09-26,2016,"ATL",1481.21465707928,0,"2016.ATL",3
"468",2016-10-02,2016,"ATL",1510.14450580191,0,"2016.ATL",4
"469",2016-10-09,2016,"ATL",1540.59360680864,0,"2016.ATL",5
"470",2016-10-16,2016,"ATL",1576.26987802051,0,"2016.ATL",6
"471",2016-10-23,2016,"ATL",1569.66867999606,0,"2016.ATL",7
"472",2016-10-30,2016,"ATL",1547.42239450147,0,"2016.ATL",8
"473",2016-11-03,2016,"ATL",1553.44284737797,0,"2016.ATL",9
"474",2016-11-13,2016,"ATL",1576.09409989695,0,"2016.ATL",10
"475",2016-11-27,2016,"ATL",1555.02020980154,0,"2016.ATL",11
"476",2016-12-04,2016,"ATL",1578.68189145898,0,"2016.ATL",12
"477",2016-12-11,2016,"ATL",1572.01962789862,0,"2016.ATL",13
"478",2016-12-18,2016,"ATL",1596.04468053633,0,"2016.ATL",14
"479",2016-12-24,2016,"ATL",1601.67252595983,0,"2016.ATL",15
"480",2017-01-01,2016,"ATL",1634.53289265308,0,"2016.ATL",16
"481",2002-09-08,2002,"BAL",1572.94,0,"2002.BAL",1
"482",2002-09-15,2002,"BAL",1552.612,0,"2002.BAL",2
"483",2002-09-30,2002,"BAL",1508.861,0,"2002.BAL",3
"484",2002-10-06,2002,"BAL",1533.241,0,"2002.BAL",4
"485",2002-10-13,2002,"BAL",1551.02,0,"2002.BAL",5
"486",2002-10-20,2002,"BAL",1540.992,0,"2002.BAL",6
"487",2002-10-27,2002,"BAL",1555.636,0,"2002.BAL",7
"488",2002-11-03,2002,"BAL",1525.818,0,"2002.BAL",8
"489",2002-11-10,2002,"BAL",1513.26,0,"2002.BAL",9
"490",2002-11-17,2002,"BAL",1521.792,0,"2002.BAL",10
"491",2002-11-24,2002,"BAL",1498.481,0,"2002.BAL",11
"492",2002-12-01,2002,"BAL",1504.723,0,"2002.BAL",12
"493",2002-12-08,2002,"BAL",1514.029,0,"2002.BAL",13
"494",2002-12-15,2002,"BAL",1485.077,0,"2002.BAL",14
"495",2002-12-22,2002,"BAL",1495.667,0,"2002.BAL",15
"496",2002-12-29,2002,"BAL",1486.366,0,"2002.BAL",16
"497",2003-09-07,2003,"BAL",1487.783,0,"2003.BAL",1
"498",2003-09-14,2003,"BAL",1470.337,0,"2003.BAL",2
"499",2003-09-21,2003,"BAL",1494.864,0,"2003.BAL",3
"500",2003-09-28,2003,"BAL",1520.125,0,"2003.BAL",4
"501",2003-10-12,2003,"BAL",1498.883,0,"2003.BAL",5
"502",2003-10-19,2003,"BAL",1514.723,0,"2003.BAL",6
"503",2003-10-26,2003,"BAL",1485.168,0,"2003.BAL",7
"504",2003-11-02,2003,"BAL",1519.682,0,"2003.BAL",8
"505",2003-11-09,2003,"BAL",1528.721,0,"2003.BAL",9
"506",2003-11-16,2003,"BAL",1511.435,0,"2003.BAL",10
"507",2003-11-23,2003,"BAL",1502.444,0,"2003.BAL",11
"508",2003-11-30,2003,"BAL",1514.487,0,"2003.BAL",12
"509",2003-12-07,2003,"BAL",1547.065,0,"2003.BAL",13
"510",2003-12-14,2003,"BAL",1564.094,0,"2003.BAL",14
"511",2003-12-21,2003,"BAL",1536.696,0,"2003.BAL",15
"512",2003-12-28,2003,"BAL",1564.401,0,"2003.BAL",16
"513",2004-09-12,2004,"BAL",1541.056,0,"2004.BAL",1
"514",2004-09-19,2004,"BAL",1508.533,0,"2004.BAL",2
"515",2004-09-26,2004,"BAL",1529.579,0,"2004.BAL",3
"516",2004-10-04,2004,"BAL",1555.655,0,"2004.BAL",4
"517",2004-10-10,2004,"BAL",1535.107,0,"2004.BAL",5
"518",2004-10-24,2004,"BAL",1551.931,0,"2004.BAL",6
"519",2004-10-31,2004,"BAL",1565.703,0,"2004.BAL",7
"520",2004-11-07,2004,"BAL",1556.979,0,"2004.BAL",8
"521",2004-11-14,2004,"BAL",1569.996,0,"2004.BAL",9
"522",2004-11-21,2004,"BAL",1586.511,0,"2004.BAL",10
"523",2004-11-28,2004,"BAL",1597.274,0,"2004.BAL",11
"524",2004-12-05,2004,"BAL",1583.393,0,"2004.BAL",12
"525",2004-12-12,2004,"BAL",1572.374,0,"2004.BAL",13
"526",2004-12-19,2004,"BAL",1584.47,0,"2004.BAL",14
"527",2004-12-26,2004,"BAL",1572.589,0,"2004.BAL",15
"528",2005-01-02,2004,"BAL",1559.268,0,"2004.BAL",16
"529",2005-09-11,2005,"BAL",1548.054,0,"2005.BAL",1
"530",2005-09-18,2005,"BAL",1519.728,0,"2005.BAL",2
"531",2005-10-02,2005,"BAL",1490.278,0,"2005.BAL",3
"532",2005-10-09,2005,"BAL",1510.9,0,"2005.BAL",4
"533",2005-10-16,2005,"BAL",1478.769,0,"2005.BAL",5
"534",2005-10-23,2005,"BAL",1495.802,0,"2005.BAL",6
"535",2005-10-31,2005,"BAL",1479.516,0,"2005.BAL",7
"536",2005-11-06,2005,"BAL",1476.983,0,"2005.BAL",8
"537",2005-11-13,2005,"BAL",1454.355,0,"2005.BAL",9
"538",2005-11-20,2005,"BAL",1435.663,0,"2005.BAL",10
"539",2005-11-27,2005,"BAL",1457.774,0,"2005.BAL",11
"540",2005-12-04,2005,"BAL",1445.648,0,"2005.BAL",12
"541",2005-12-11,2005,"BAL",1448.982,0,"2005.BAL",13
"542",2005-12-19,2005,"BAL",1445.526,0,"2005.BAL",14
"543",2005-12-25,2005,"BAL",1477.728,0,"2005.BAL",15
"544",2006-01-01,2005,"BAL",1496.019,0,"2005.BAL",16
"545",2006-09-10,2006,"BAL",1486.653,0,"2006.BAL",1
"546",2006-09-17,2006,"BAL",1531.221,0,"2006.BAL",2
"547",2006-09-24,2006,"BAL",1543.926,0,"2006.BAL",3
"548",2006-10-01,2006,"BAL",1549.161,0,"2006.BAL",4
"549",2006-10-09,2006,"BAL",1562.904,0,"2006.BAL",5
"550",2006-10-15,2006,"BAL",1548.888,0,"2006.BAL",6
"551",2006-10-29,2006,"BAL",1536.222,0,"2006.BAL",7
"552",2006-11-05,2006,"BAL",1564.572,0,"2006.BAL",8
"553",2006-11-12,2006,"BAL",1579.634,0,"2006.BAL",9
"554",2006-11-19,2006,"BAL",1583.56,0,"2006.BAL",10
"555",2006-11-26,2006,"BAL",1596.68,0,"2006.BAL",11
"556",2006-11-30,2006,"BAL",1621.59,0,"2006.BAL",12
"557",2006-12-10,2006,"BAL",1603.679,0,"2006.BAL",13
"558",2006-12-17,2006,"BAL",1631.258,0,"2006.BAL",14
"559",2006-12-24,2006,"BAL",1637.814,0,"2006.BAL",15
"560",2006-12-31,2006,"BAL",1674.362,0,"2006.BAL",16
"561",2007-09-10,2007,"BAL",1605.477,0,"2007.BAL",1
"562",2007-09-16,2007,"BAL",1584.602,0,"2007.BAL",2
"563",2007-09-23,2007,"BAL",1595.537,0,"2007.BAL",3
"564",2007-09-30,2007,"BAL",1601.164,0,"2007.BAL",4
"565",2007-10-07,2007,"BAL",1560.629,0,"2007.BAL",5
"566",2007-10-14,2007,"BAL",1568.867,0,"2007.BAL",6
"567",2007-10-21,2007,"BAL",1579.443,0,"2007.BAL",7
"568",2007-11-05,2007,"BAL",1559.756,0,"2007.BAL",8
"569",2007-11-11,2007,"BAL",1538.162,0,"2007.BAL",9
"570",2007-11-18,2007,"BAL",1497.867,0,"2007.BAL",10
"571",2007-11-25,2007,"BAL",1479.536,0,"2007.BAL",11
"572",2007-12-03,2007,"BAL",1464.381,0,"2007.BAL",12
"573",2007-12-09,2007,"BAL",1460.225,0,"2007.BAL",13
"574",2007-12-16,2007,"BAL",1447.199,0,"2007.BAL",14
"575",2007-12-23,2007,"BAL",1421.595,0,"2007.BAL",15
"576",2007-12-30,2007,"BAL",1408.01,0,"2007.BAL",16
"577",2008-09-07,2008,"BAL",1459.656,0,"2008.BAL",1
"578",2008-09-21,2008,"BAL",1479.171,0,"2008.BAL",2
"579",2008-09-29,2008,"BAL",1501.606,0,"2008.BAL",3
"580",2008-10-05,2008,"BAL",1493.234,0,"2008.BAL",4
"581",2008-10-12,2008,"BAL",1481.588,0,"2008.BAL",5
"582",2008-10-19,2008,"BAL",1465.746,0,"2008.BAL",6
"583",2008-10-26,2008,"BAL",1496.227,0,"2008.BAL",7
"584",2008-11-02,2008,"BAL",1510.854,0,"2008.BAL",8
"585",2008-11-09,2008,"BAL",1542.094,0,"2008.BAL",9
"586",2008-11-16,2008,"BAL",1575.859,0,"2008.BAL",10
"587",2008-11-23,2008,"BAL",1559.662,0,"2008.BAL",11
"588",2008-11-30,2008,"BAL",1587.607,0,"2008.BAL",12
"589",2008-12-07,2008,"BAL",1607.077,0,"2008.BAL",13
"590",2008-12-14,2008,"BAL",1622.106,0,"2008.BAL",14
"591",2008-12-20,2008,"BAL",1605.19,0,"2008.BAL",15
"592",2008-12-28,2008,"BAL",1633.55,0,"2008.BAL",16
"593",2009-09-13,2009,"BAL",1613.81,0,"2009.BAL",1
"594",2009-09-20,2009,"BAL",1620.273,0,"2009.BAL",2
"595",2009-09-27,2009,"BAL",1639.691,0,"2009.BAL",3
"596",2009-10-04,2009,"BAL",1647.865,0,"2009.BAL",4
"597",2009-10-11,2009,"BAL",1630.024,0,"2009.BAL",5
"598",2009-10-18,2009,"BAL",1606.752,0,"2009.BAL",6
"599",2009-11-01,2009,"BAL",1598.056,0,"2009.BAL",7
"600",2009-11-08,2009,"BAL",1622.137,0,"2009.BAL",8
"601",2009-11-16,2009,"BAL",1594.849,0,"2009.BAL",9
"602",2009-11-22,2009,"BAL",1607.72,0,"2009.BAL",10
"603",2009-11-29,2009,"BAL",1598.165,0,"2009.BAL",11
"604",2009-12-07,2009,"BAL",1610.575,0,"2009.BAL",12
"605",2009-12-13,2009,"BAL",1583.195,0,"2009.BAL",13
"606",2009-12-20,2009,"BAL",1589.06,0,"2009.BAL",14
"607",2009-12-27,2009,"BAL",1601.842,0,"2009.BAL",15
"608",2010-01-03,2009,"BAL",1589.036,0,"2009.BAL",16
"609",2010-09-13,2010,"BAL",1580.034,0,"2010.BAL",1
"610",2010-09-19,2010,"BAL",1588.655,0,"2010.BAL",2
"611",2010-09-26,2010,"BAL",1568.281,0,"2010.BAL",3
"612",2010-10-03,2010,"BAL",1576.539,0,"2010.BAL",4
"613",2010-10-10,2010,"BAL",1595.904,0,"2010.BAL",5
"614",2010-10-17,2010,"BAL",1609.029,0,"2010.BAL",6
"615",2010-10-24,2010,"BAL",1597.874,0,"2010.BAL",7
"616",2010-11-07,2010,"BAL",1601.979,0,"2010.BAL",8
"617",2010-11-11,2010,"BAL",1617.625,0,"2010.BAL",9
"618",2010-11-21,2010,"BAL",1602.175,0,"2010.BAL",10
"619",2010-11-28,2010,"BAL",1619.247,0,"2010.BAL",11
"620",2010-12-05,2010,"BAL",1629.729,0,"2010.BAL",12
"621",2010-12-13,2010,"BAL",1611.788,0,"2010.BAL",13
"622",2010-12-19,2010,"BAL",1627.287,0,"2010.BAL",14
"623",2010-12-26,2010,"BAL",1644.7,0,"2010.BAL",15
"624",2011-01-02,2010,"BAL",1659.353,0,"2010.BAL",16
"625",2011-09-11,2011,"BAL",1612.017,0,"2011.BAL",1
"626",2011-09-18,2011,"BAL",1638.118,0,"2011.BAL",2
"627",2011-09-25,2011,"BAL",1601.841,0,"2011.BAL",3
"628",2011-10-02,2011,"BAL",1620.434,0,"2011.BAL",4
"629",2011-10-16,2011,"BAL",1641.285,0,"2011.BAL",5
"630",2011-10-24,2011,"BAL",1654.501,0,"2011.BAL",6
"631",2011-10-30,2011,"BAL",1624.826,0,"2011.BAL",7
"632",2011-11-06,2011,"BAL",1627.777,0,"2011.BAL",8
"633",2011-11-13,2011,"BAL",1645.464,0,"2011.BAL",9
"634",2011-11-20,2011,"BAL",1616.37,0,"2011.BAL",10
"635",2011-11-24,2011,"BAL",1628.126,0,"2011.BAL",11
"636",2011-12-04,2011,"BAL",1645.836,0,"2011.BAL",12
"637",2011-12-11,2011,"BAL",1659.113,0,"2011.BAL",13
"638",2011-12-18,2011,"BAL",1663.118,0,"2011.BAL",14
"639",2011-12-24,2011,"BAL",1624.899,0,"2011.BAL",15
"640",2012-01-01,2011,"BAL",1629.706,0,"2011.BAL",16
"641",2012-09-10,2012,"BAL",1604.306,0,"2012.BAL",1
"642",2012-09-16,2012,"BAL",1621.675,0,"2012.BAL",2
"643",2012-09-23,2012,"BAL",1614.968,0,"2012.BAL",3
"644",2012-09-27,2012,"BAL",1621.426,0,"2012.BAL",4
"645",2012-10-07,2012,"BAL",1626.474,0,"2012.BAL",5
"646",2012-10-14,2012,"BAL",1634.565,0,"2012.BAL",6
"647",2012-10-21,2012,"BAL",1638.706,0,"2012.BAL",7
"648",2012-11-04,2012,"BAL",1606.669,0,"2012.BAL",8
"649",2012-11-11,2012,"BAL",1619.574,0,"2012.BAL",9
"650",2012-11-18,2012,"BAL",1631.342,0,"2012.BAL",10
"651",2012-11-25,2012,"BAL",1647.276,0,"2012.BAL",11
"652",2012-12-02,2012,"BAL",1656.888,0,"2012.BAL",12
"653",2012-12-09,2012,"BAL",1635.61,0,"2012.BAL",13
"654",2012-12-16,2012,"BAL",1617.171,0,"2012.BAL",14
"655",2012-12-23,2012,"BAL",1583.842,0,"2012.BAL",15
"656",2012-12-30,2012,"BAL",1610.571,0,"2012.BAL",16
"657",2013-09-05,2013,"BAL",1628.207,0,"2013.BAL",1
"658",2013-09-15,2013,"BAL",1601.508,0,"2013.BAL",2
"659",2013-09-22,2013,"BAL",1608.303,0,"2013.BAL",3
"660",2013-09-29,2013,"BAL",1630.896,0,"2013.BAL",4
"661",2013-10-06,2013,"BAL",1610.51,0,"2013.BAL",5
"662",2013-10-13,2013,"BAL",1623.323,0,"2013.BAL",6
"663",2013-10-20,2013,"BAL",1609.18,0,"2013.BAL",7
"664",2013-11-03,2013,"BAL",1591.473,0,"2013.BAL",8
"665",2013-11-10,2013,"BAL",1564.659,0,"2013.BAL",9
"666",2013-11-17,2013,"BAL",1576.817,0,"2013.BAL",10
"667",2013-11-24,2013,"BAL",1564.223,0,"2013.BAL",11
"668",2013-11-28,2013,"BAL",1575.995,0,"2013.BAL",12
"669",2013-12-08,2013,"BAL",1582.988,0,"2013.BAL",13
"670",2013-12-16,2013,"BAL",1588.935,0,"2013.BAL",14
"671",2013-12-22,2013,"BAL",1598.678,0,"2013.BAL",15
"672",2013-12-29,2013,"BAL",1560.753,0,"2013.BAL",16
"673",2014-09-07,2014,"BAL",1529.779,0,"2014.BAL",1
"674",2014-09-11,2014,"BAL",1506.57,0,"2014.BAL",2
"675",2014-09-21,2014,"BAL",1534.158,0,"2014.BAL",3
"676",2014-09-28,2014,"BAL",1542.7,0,"2014.BAL",4
"677",2014-10-05,2014,"BAL",1571.363,0,"2014.BAL",5
"678",2014-10-12,2014,"BAL",1553.614,0,"2014.BAL",6
"679",2014-10-19,2014,"BAL",1578.74,0,"2014.BAL",7
"680",2014-10-26,2014,"BAL",1590.884,0,"2014.BAL",8
"681",2014-11-02,2014,"BAL",1578.255,0,"2014.BAL",9
"682",2014-11-09,2014,"BAL",1551.444,0,"2014.BAL",10
"683",2014-11-24,2014,"BAL",1561.633,0,"2014.BAL",11
"684",2014-11-30,2014,"BAL",1585.294,0,"2014.BAL",12
"685",2014-12-07,2014,"BAL",1576.372,0,"2014.BAL",13
"686",2014-12-14,2014,"BAL",1608.095,0,"2014.BAL",14
"687",2014-12-21,2014,"BAL",1611.477,0,"2014.BAL",15
"688",2014-12-28,2014,"BAL",1578.782,0,"2014.BAL",16
"689",2015-09-13,2015,"BAL",1577.08,0,"2015.BAL",1
"690",2015-09-20,2015,"BAL",1562.7388210858,0,"2015.BAL",2
"691",2015-09-27,2015,"BAL",1539.44190168976,0,"2015.BAL",3
"692",2015-10-01,2015,"BAL",1521.74840374867,0,"2015.BAL",4
"693",2015-10-11,2015,"BAL",1542.07470891356,0,"2015.BAL",5
"694",2015-10-18,2015,"BAL",1517.94609365484,0,"2015.BAL",6
"695",2015-10-26,2015,"BAL",1501.01108656497,0,"2015.BAL",7
"696",2015-11-01,2015,"BAL",1489.03519731184,0,"2015.BAL",8
"697",2015-11-15,2015,"BAL",1498.38633363648,0,"2015.BAL",9
"698",2015-11-22,2015,"BAL",1478.75038977312,0,"2015.BAL",10
"699",2015-11-30,2015,"BAL",1488.18062677998,0,"2015.BAL",11
"700",2015-12-06,2015,"BAL",1503.32384744712,0,"2015.BAL",12
"701",2015-12-13,2015,"BAL",1491.37553125741,0,"2015.BAL",13
"702",2015-12-20,2015,"BAL",1469.77013124542,0,"2015.BAL",14
"703",2015-12-27,2015,"BAL",1449.68179929903,0,"2015.BAL",15
"704",2016-01-03,2015,"BAL",1469.77426664738,0,"2015.BAL",16
"705",2016-09-11,2016,"BAL",1475.49833239743,0,"2016.BAL",1
"706",2016-09-18,2016,"BAL",1493.56605368813,0,"2016.BAL",2
"707",2016-09-25,2016,"BAL",1508.57731154128,0,"2016.BAL",3
"708",2016-10-02,2016,"BAL",1516.60946210169,0,"2016.BAL",4
"709",2016-10-09,2016,"BAL",1506.72901281089,0,"2016.BAL",5
"710",2016-10-16,2016,"BAL",1480.78078768844,0,"2016.BAL",6
"711",2016-10-23,2016,"BAL",1466.58201766445,0,"2016.BAL",7
"712",2016-11-06,2016,"BAL",1449.21677956775,0,"2016.BAL",8
"713",2016-11-10,2016,"BAL",1473.66889143401,0,"2016.BAL",9
"714",2016-11-20,2016,"BAL",1484.21915172819,0,"2016.BAL",10
"715",2016-11-27,2016,"BAL",1473.38075200663,0,"2016.BAL",11
"716",2016-12-04,2016,"BAL",1489.06790317315,0,"2016.BAL",12
"717",2016-12-12,2016,"BAL",1519.63711325351,0,"2016.BAL",13
"718",2016-12-18,2016,"BAL",1511.55320283398,0,"2016.BAL",14
"719",2016-12-25,2016,"BAL",1516.02565011171,0,"2016.BAL",15
"720",2017-01-01,2016,"BAL",1507.947141404,0,"2016.BAL",16
"721",2002-09-08,2002,"BUF",1413.251,0,"2002.BUF",1
"722",2002-09-15,2002,"BUF",1397.379,0,"2002.BUF",2
"723",2002-09-22,2002,"BUF",1424.319,0,"2002.BUF",3
"724",2002-09-29,2002,"BUF",1416.465,0,"2002.BUF",4
"725",2002-10-06,2002,"BUF",1440.5,0,"2002.BUF",5
"726",2002-10-13,2002,"BUF",1422.291,0,"2002.BUF",6
"727",2002-10-20,2002,"BUF",1438.531,0,"2002.BUF",7
"728",2002-10-27,2002,"BUF",1484.694,0,"2002.BUF",8
"729",2002-11-03,2002,"BUF",1495.106,0,"2002.BUF",9
"730",2002-11-17,2002,"BUF",1459.199,0,"2002.BUF",10
"731",2002-11-24,2002,"BUF",1454.649,0,"2002.BUF",11
"732",2002-12-01,2002,"BUF",1438.049,0,"2002.BUF",12
"733",2002-12-08,2002,"BUF",1473.581,0,"2002.BUF",13
"734",2002-12-15,2002,"BUF",1462.435,0,"2002.BUF",14
"735",2002-12-22,2002,"BUF",1478.992,0,"2002.BUF",15
"736",2002-12-29,2002,"BUF",1470.046,0,"2002.BUF",16
"737",2003-09-07,2003,"BUF",1488.717,0,"2003.BUF",1
"738",2003-09-14,2003,"BUF",1521.668,0,"2003.BUF",2
"739",2003-09-21,2003,"BUF",1552.601,0,"2003.BUF",3
"740",2003-09-28,2003,"BUF",1533.464,0,"2003.BUF",4
"741",2003-10-05,2003,"BUF",1503.818,0,"2003.BUF",5
"742",2003-10-12,2003,"BUF",1511.899,0,"2003.BUF",6
"743",2003-10-19,2003,"BUF",1480.974,0,"2003.BUF",7
"744",2003-10-26,2003,"BUF",1503.517,0,"2003.BUF",8
"745",2003-11-09,2003,"BUF",1488.493,0,"2003.BUF",9
"746",2003-11-16,2003,"BUF",1476.657,0,"2003.BUF",10
"747",2003-11-23,2003,"BUF",1457.991,0,"2003.BUF",11
"748",2003-11-30,2003,"BUF",1447.881,0,"2003.BUF",12
"749",2003-12-07,2003,"BUF",1485.134,0,"2003.BUF",13
"750",2003-12-14,2003,"BUF",1508.021,0,"2003.BUF",14
"751",2003-12-21,2003,"BUF",1502.946,0,"2003.BUF",15
"752",2003-12-27,2003,"BUF",1474.171,0,"2003.BUF",16
"753",2004-09-12,2004,"BUF",1478.236,0,"2004.BUF",1
"754",2004-09-19,2004,"BUF",1460.03,0,"2004.BUF",2
"755",2004-10-03,2004,"BUF",1447.652,0,"2004.BUF",3
"756",2004-10-10,2004,"BUF",1433.94,0,"2004.BUF",4
"757",2004-10-17,2004,"BUF",1428.824,0,"2004.BUF",5
"758",2004-10-24,2004,"BUF",1447.533,0,"2004.BUF",6
"759",2004-10-31,2004,"BUF",1433.761,0,"2004.BUF",7
"760",2004-11-07,2004,"BUF",1456.468,0,"2004.BUF",8
"761",2004-11-14,2004,"BUF",1478.132,0,"2004.BUF",9
"762",2004-11-21,2004,"BUF",1469.401,0,"2004.BUF",10
"763",2004-11-28,2004,"BUF",1500.149,0,"2004.BUF",11
"764",2004-12-05,2004,"BUF",1546.632,0,"2004.BUF",12
"765",2004-12-12,2004,"BUF",1568.736,0,"2004.BUF",13
"766",2004-12-19,2004,"BUF",1580.093,0,"2004.BUF",14
"767",2004-12-26,2004,"BUF",1605.203,0,"2004.BUF",15
"768",2005-01-02,2004,"BUF",1619.036,0,"2004.BUF",16
"769",2005-09-11,2005,"BUF",1569.392,0,"2005.BUF",1
"770",2005-09-18,2005,"BUF",1584.166,0,"2005.BUF",2
"771",2005-09-25,2005,"BUF",1553.065,0,"2005.BUF",3
"772",2005-10-02,2005,"BUF",1523.935,0,"2005.BUF",4
"773",2005-10-09,2005,"BUF",1493.48,0,"2005.BUF",5
"774",2005-10-16,2005,"BUF",1508.864,0,"2005.BUF",6
"775",2005-10-23,2005,"BUF",1527.343,0,"2005.BUF",7
"776",2005-10-30,2005,"BUF",1488.388,0,"2005.BUF",8
"777",2005-11-13,2005,"BUF",1480.883,0,"2005.BUF",9
"778",2005-11-20,2005,"BUF",1506.412,0,"2005.BUF",10
"779",2005-11-27,2005,"BUF",1488.848,0,"2005.BUF",11
"780",2005-12-04,2005,"BUF",1474.704,0,"2005.BUF",12
"781",2005-12-11,2005,"BUF",1468.545,0,"2005.BUF",13
"782",2005-12-17,2005,"BUF",1443.578,0,"2005.BUF",14
"783",2005-12-24,2005,"BUF",1429.562,0,"2005.BUF",15
"784",2006-01-01,2005,"BUF",1475.245,0,"2005.BUF",16
"785",2006-09-10,2006,"BUF",1474.302,0,"2006.BUF",1
"786",2006-09-17,2006,"BUF",1469.338,0,"2006.BUF",2
"787",2006-09-24,2006,"BUF",1501.367,0,"2006.BUF",3
